input_text,intent,subject,action,concept,split
They is going to the home,statement,other,move,home,train
"Um, you guys need keys.",statement,you,need,keys,train
He's goin' to the hospital.,statement,other,move,hospital,validation
I'm heading to the clinic.,statement,me,move,unknown_concept,train
They don't need water.,statement,other,need,water,train
"Uh, how is Your dad?",question,other,feel,none,train
Give me the wallet.,request,me,need,wallet,train
My mom is heading to the bus.,statement,other,move,bus,train
Me am walking to the restaurant.,statement,me,move,restaurant,train
Me need keys.,request,me,need,keys,train
Is Your dad happy,question,other,feel,happy,train
My mom is going to the train,statement,other,move,train,train
"So, you need something.",statement,you,need,none,train
You doing homework?,question,you,do,none,test
"Well, is My dad tired?",question,other,feel,tired,train
I'm gardening.,statement,me,do,none,train
She is heading to the restaurant,statement,other,move,restaurant,train
I'm going to the chapel.,statement,me,move,unknown_concept,train
He is singing.,statement,other,do,none,train
She doesn't need food,statement,other,need,food,train
I need medicine,request,me,need,medicine,train
He is knitting,statement,other,do,none,train
"Um, do you want bathroom?",question,you,need,bathroom,train
We're heading to the home.,statement,me,move,home,train
He is going to the restaurant.,statement,other,move,restaurant,train
There's something I wanna say.,statement,me,communicate,none,train
He is singing,statement,other,do,none,train
I'm not going to the bus,statement,me,move,bus,test
They is happy,statement,other,feel,happy,train
"Um, wait, don't cross yet.",alert,you,danger,none,train
Does My mom need keys,question,other,need,keys,train
Watch out for the bluewidget,alert,you,danger,unknown_concept,train
My dad doesn't need wallet.,statement,other,need,wallet,train
My dad is watching something,statement,other,do,none,train
Give me the soldering iron.,request,me,need,unknown_concept,test
I want food,request,me,need,food,train
Do You all need painkillers,question,you,need,painkillers,train
"Um, low ceiling ahead, duck.",alert,you,danger,none,train
My dad is sad.,statement,other,feel,sad,validation
Hi there.,statement,me,communicate,none,train
Office?,question,me,communicate,office,train
"Hold up, fire right there.",alert,you,danger,fire,train
"So, your dad is tired.",statement,other,feel,tired,train
Could I get water?,request,me,need,water,train
You guys aren't hot.,statement,you,feel,hot,train
Do you have a second?,question,you,communicate,none,train
"Okay, are You all tired?",question,you,feel,tired,train
D'you need food?,question,you,need,food,train
Pass me the water,request,me,need,water,train
My dad is listening to something,statement,other,do,none,train
He should watch out.,alert,other,danger,none,train
I want to go to the train.,statement,me,move,train,train
Plexinator.,statement,me,communicate,unknown_concept,train
I really need keys,request,me,need,keys,train
Does He need painkillers,question,other,need,painkillers,train
Me am not going to the office,statement,me,move,office,train
Your dad is packing,statement,other,do,none,train
Pass me the painkillers.,request,me,need,painkillers,train
My mom is leaving,statement,other,move,none,train
Do that again.,request,you,do,none,test
She is drawing,statement,other,do,none,train
She's going to check something,statement,other,do,none,train
Do you need the wrench?,question,you,need,unknown_concept,validation
You guys need food,statement,you,need,food,train
"Okay, i need phone right now, please.",request,me,need,phone,train
I need a power bank.,request,me,need,unknown_concept,train
We're gonna the home.,statement,me,move,home,test
"Um, your dad is heading to the hospital.",statement,other,move,hospital,train
My dad is showering,statement,other,do,none,train
Me don't need wallet,statement,me,need,wallet,train
Where's the keys,question,you,need,keys,test
Your dad needs painkillers,statement,other,need,painkillers,train
Are You all still there,question,you,communicate,none,train
What is our destination,question,me,communicate,destination,train
"Well, there's a stairs right in front of you.",alert,you,danger,stairs,train
Your dad is going to the home.,statement,other,move,home,train
"Okay, i'm going to the restaurant.",statement,me,move,restaurant,train
He's going to the school.,statement,other,move,school,train
Me am heading to the garden.,statement,me,move,garden,train
Are You all goin' to the bus?,question,you,move,bus,validation
He's going to the station.,statement,other,move,unknown_concept,train
Your dad needs food.,statement,other,need,food,train
Me go to the garden,statement,me,move,garden,test
Are you going to the warehouse?,question,you,move,unknown_concept,train
I'm kind of tired,statement,me,feel,tired,train
My dad is watching something.,statement,other,do,none,train
You are hot.,statement,you,feel,hot,train
"Uh, my mom doesn't need bathroom.",statement,other,need,bathroom,train
I'm walking to the garden,statement,me,move,garden,train
"So, do you need the screwdriver?",question,you,need,unknown_concept,validation
They is goin' to the restaurant.,statement,other,move,restaurant,train
We want bathroom.,request,me,need,bathroom,train
I need my bathroom.,request,me,need,bathroom,validation
Are you doing homework,question,you,do,none,test
Give me my bathroom,request,me,need,bathroom,train
Me am not happy.,statement,me,feel,happy,test
My dad disagrees.,statement,other,communicate,none,validation
We wanna go to the garden.,statement,me,move,garden,train
She's close to the train,alert,other,danger,train,train
My mom is heading to the school,statement,other,move,school,test
Were you sleeping,question,you,do,none,test
Bless you.,statement,me,communicate,none,train
Are you going to the home,question,you,move,home,test
We're heading to the car,statement,me,move,car,train
I'm standing,statement,me,do,none,train
Me am not tired.,statement,me,feel,tired,train
He's going to the gym.,statement,other,move,unknown_concept,train
She is gonna the school.,statement,other,move,school,train
She needs phone,statement,other,need,phone,train
I am going to take a break,statement,me,do,none,train
Does They need painkillers,question,other,need,painkillers,train
Wallet,statement,me,communicate,wallet,train
Did that make sense?,question,you,communicate,none,test
Your dad is going to the office.,statement,other,move,office,train
I'm happy.,statement,me,feel,happy,test
How's it going,question,you,communicate,none,train
"So, what's my destination?",question,me,communicate,destination,train
She is gonna the car.,statement,other,move,car,train
Are you cooking?,question,you,do,none,test
Are You all going to the bus?,question,you,move,bus,validation
Do You guys want painkillers?,question,you,need,painkillers,train
He is walking.,statement,other,do,none,train
Would You all like food,question,you,need,food,train
"Um, me am walking to the car.",statement,me,move,car,train
Does My dad need painkillers,question,other,need,painkillers,train
Me am really tired,statement,me,feel,tired,validation
Your dad is happy,statement,other,feel,happy,train
"Um, where's my painkillers? I need it.",request,me,need,painkillers,train
Moxule.,statement,me,communicate,unknown_concept,train
"Um, we're going to the home.",statement,me,move,home,test
He is mopping.,statement,other,do,none,train
"Okay, me am not cold.",statement,me,feel,cold,train
Does My dad need wallet?,question,other,need,wallet,train
We're not feeling well.,statement,me,feel,none,train
Does Your dad need wallet?,question,other,need,wallet,train
"Well, are you going to the library?",question,you,move,unknown_concept,train
We're going to the garden.,statement,me,move,garden,train
You all need bathroom.,statement,you,need,bathroom,train
